has_opinion	sentence
0	"Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar)."
0	"Fui por indicação a esse restaurante e realmente fiquei muito surpresa."
1	"Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos."
1	"Comi gnui e estava maravilhoso."
0	"De sobremesa um doce com aipim, sorvete de côco e doce de leite."
0	"O côco pesou para mim, mas essa é uma intolerância minha."
1	"A sobremesa estava excelente."
0	"A minha amiga que comeu também não teve problema algum."
0	"Recomendo e voltarei!"
0	"Difícil não sair satisfeito do Rascal."
0	"O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia."
1	"Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!"
1	"Ambiente rústico que traz o apelo artesanal."
1	"O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis."
1	"A fabricação é visível aos clientes e o atendimento é bom."
1	"Bem localizado na Av."
0	"Dom Severino, local nobre da zona leste da cidade."
1	"Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio."
0	"No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante."
1	"As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado."
1	"De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena."
0	"Não pedimos vinho ou alguma bebida cara para elevar o preço."
0	"Em resumo, nada que justifique o preço de R$ 194,40 por pessoa."
0	"Recomendo!"
1	"Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional."
0	"Destaque para o Mateus, Maciel e em especial o Carlos"
1	"É tipo um boteco sofisticado."
1	"O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons."
0	"Freqüentado pelos moradores do Leblon."
1	"Muito bem localizado em frente à praia de Meirelles, pouco depois da popular "feirinha", com excelente atendimento e ambiente muito agradável."
0	"Comi a famosa carne seca na moranga, que faz jus à sua fama."
0	"Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura."
0	"Recomendo também a Caipirosca de morango."
0	"Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova."
1	"O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas."
0	"Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas."
1	"O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos."
0	"Como não poderia deixar de ser, nem tudo é perfeito."
1	"O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas."
1	"Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas."
0	"As sobremesas merecem destaque pela variedade e sabor."
1	"Local muito bom , na Passarela do Caranguejo."
1	"Com excelente comida e música ao vivo."
1	"Destaque para a decoração que achei incrível ."
1	"ótimo atendimento."
1	"Preço dentro da média ."
0	"Vale a pena conhecer."
1	"A melhor cerveja artesanal de Belém, fica na Cervejaria Amazon Beer, localizada na Estação das Docas, próximo ao ver-o-peso, um dos ambientes mais indicados para os turistas, além, de poder ver o por-do-sol a beira da baia do guajará."
0	"Existe diversos tipos de cervejas, como a com sabor de açaí, taperebá e bacuri."
1	"As pizzas da Forneria são ótimas!!"
1	"Massa deliciosa, ingredientes de qualidade."
1	"O atendimento é muito bom e o preço bem justo."
0	"Pizza simples (margherita) sai por R$ 47, uma mais elaborada por R$ 56!!"
0	"O restaurante é especializado na cozinha portuguesa."
1	"Atendimento muito bom, o bacalhau esplêndido."
1	"O único defeito é o espaço que é pequeno."
1	"Os pratos quentes do restaurantes são deliciosos."
0	"Restaurante a kilo , normalmente são de baixo custo , atenção , não é o caso deste !"
1	"O kilo perto dos R $ 75,00 torna o almoço de rotina muito caro , permitindo o cálculo e trazendo o almoço no Mangai pra uma realidade possível , quanto ao sabor ... muito bom !"
0	"Bom mesmo."
1	"Comida perfeita, atendimento do garçom Wemerson nota 10, música agradável, ambiente agradável"
1	"Bebida sempre gelada , pessoas bonitas  e simpáticas , lugar perfeito para fazer amizades e passar a noite toda bebendo e comendo!"
1	"Atendimento top, Wemerson garçom com um atendimento impecável, chopp gelado e comida de primeira."
1	"Muito bom!!!"
1	"A comida do restaurante é maravilhosa, com boa variedade de pratos e vinhos, o ambiente também é fenomenal."
1	"Porém o atendimento deixa muito a desejar, a entrada demorou muito mais que o prato principal, acredito que esqueceram de encaminhar o pedido, a coca-cola que pedimos não veio, tivemos que pedir a outro garçom."
1	"E os preços são um pouco caro, nada exorbitante, mas R$ 16,50 numa entrada simples de apenas 06 torradas de brusqueta e R$ 51,00 num prato de macarrão simples com molho vermelho é um pouco defasado da realidade."
1	"comida muito boa e de alto nível, lugar super agradável e atendimento de primeira."
0	"parabéns aos proprietários ."
1	"Comidas típicas do Nordeste, decoração rústica é bem aconchegante com atendimento ótimo e estacionamento privativo."
1	"Lugar pequeno e no ápice do sucesso, então é normal que tenha fila."
1	"Achei a gestão da fila atenciosa e amigável."
1	"O lugar é descontraído e a proposta particular e bem cuidada nos detalhes."
1	"O valor é médio alto e o serviço ágil."
0	"Um lugar que está na moda."
0	"Mas nada de "best 50"......"
0	"Cheguei no local na noite do dia 25/04/2019."
0	"O restaurante possui uma loja de vinhos, onde pude encontrar opções bastante em conta e outras um pouco mais caras."
0	"Tem vinhos para todos os gostos mas, para ser sincero, achei fraca da disponibilidade dos vinhos do Porto, meu vinho favorito."
0	"Muito poucas (e caras) opções."
1	"Os garçons são muito educados e atenciosos."
1	"O ambiente é interessante."
1	"Ambiente familiar."
1	"Os pratos são extraordinários, atendimento cortês e a Carla Pernambuco passa de mesa em mesa cumprimentando os clientes."
0	"Superou nossa expectativa."
1	"Uma opção excelente, os hambúrgueres são muito gostosos, a maionese artesanal é espetacular, as batatas bem crocantes, o atendimento é sempre bom."
1	"O melhor fondue que já comi!!!!"
1	"Tudo com muita qualidade e atendimento ideal."
1	"Única coisa chata é a espera."
0	"Cheguei às 20h e entrei somente as 22h."
0	"Mas ainda assim vale muito a pena."
0	"A hamburgueria oferece um conceito inovador, seja em seu cardápio ou em sua decoração."
0	"Trata-se da tradicional localização do famoso Rio’s ."
0	"A proposta é seguir o modelo do antigo Porcão, inclusive sem grandes modificações na estrutura."
1	"Mantiveram tudo igual: buffet de saladas incrivel e as carnes chegando a mesa no estilo rodízio."
0	"Quanto as carnes tudo dentro do esperado sem grandes novidades."
0	"Ficam devendo as costelas bovinas e as linguiças ."
1	"Preços bem salgados por sinal."
0	"Vou demorar para voltar!"
0	"fomos pra um café da manhã no dia dos pais, estava bem cheio mas havia mesa disponível."
1	"Local linda, com mesas ao ar livre e super arborizado, tem um cantinho pra crianças com alguns brinquedos e lápis pra desenhar."
1	"Comida boa mas sem muita variedade, devem melhorar no atendimento pq demora um pouco."
0	"Pedimos um cardápio pronto de café da manhã pra dividirmos, não troxeram pratos suficientes e, ao solicitarmos demoraram pra trazer, tivemos que pedir pra outra pessoa que prontamente nos atendeu."
1	"Vale a visita em um dia ensolarado, local muito aconchegante."
1	"Comida maravilhosa, preco justo...."
1	"Bar do Adão é tradicional dos cariocas!"
0	"Destaque para o pastel de camarão e a cervejinha na calçada!"
0	"Maravilhoso!"
1	"Fomos comemorar meu aniversário no Coco Bambu e tivemos um excelente atendimento - garçom Carlos , além da comida que estava deliciosa e bebidas perfeitas."
1	"Comida boa e com um diferencial no sabor."
1	"Lanches de qualidade e com inovação, bom para um final de tarde entre amigos"
1	"Outback é uma otima opção para comer e beber com qualidade, fica situado no shopping Center Norte com facil acesso, muito bom para almoço em familia, amigos e ate mesmo um almoço de negócio informal, recomendo como pedido a costelinha de porco, simplesmente perfeito."
1	"Sem duvida o menezes Grill é o melhor espetinho de carne que existe no bairro da Cidade Velha é bem servidor e delicioso."
0	"Posso ter tido azar, mas não gostei desse restaurante."
1	"A decoração é muito bonita, mas os pratos deixaram a desejar."
1	"Achei muito caro por aquilo que serve."
1	"Primeira vez que fui ao Mamma Jamma e tive uma boa experiência."
1	"Preço é justo: Pedi de entrada um pão com calabresa, com queijo gratinado (muito bom, por sinal) e uma pizza grande para dividir por 2 pessoas + bebidas, e deu um pouco menos de 60 reais para cada."
1	"Atendimento e comida excelente como sempre!"
1	"Restaurante dentro do Copacabana Palace....atendimento impecável, comida muito boa  e ambiente bom..."
1	"Restaurante nota 10, da recepção no estacionamento, atendimento, menu, visual, conforto e comida deliciosa."
1	"O preço compatível com a qualidade, menos de R$ 100 por pessoa com entrada, bebidas, pratos e sobremesa."
1	"Amplo estacionamento, serviço de primeira, uma das melhores opções de João Pessoa."
0	"O lugar que da vontade de voltar e levar os amigos."
0	"Estive com grupo de amigos, éramos em 10."
0	"Fomos bem atendidos."
1	"Ó restaurante não é muito grande, mas o serviço é muito bom e os pratos fartos."
0	"Dependendo da fome pode pedir um prato e dividir."
0	"Sobremesa peça o peti gatô deles."
0	"Bem gostoso."
0	"Estive no Skinna para comemorar o meu aniversário de casamento e fui realmemte surpreendido pela qualidade e principalmente pelo atendimento."
1	"Pedi de entrada casquinhas de siri e iscas de lagosta crocante, tudo muito fresco."
1	"De prato principal delícias do mar com cherne e lagosta e a qualidade se manteve e para finalizar carpaccio de banana, muito bom."
1	"O atendimento foi excelente e cada garçom que nos atendeu nos deram todas as informações e sugestões para que tivéssemos uma noite agradabilíssima."
0	"Eu recomendo sem medo."
1	"O lugar é bonito e divertido,  feito para turistas, já que só funciona às segundas."
0	"Há apresentação de quadrilha e banda tocando diversos ritmos, com foco no forró."
0	"A entrada é 50 reais por pessoa,  sem consumação."
0	"Além disso deve-se deixar separados 10 reais para os flanelinhas."
0	"No dia 20 de outubro, após indicações de amigos, fomos conhecer o tão bem recomendado hambúrguer desse estabelecimento."
1	"Chegando lá, encontramos um local muito pequeno e lotado, porém fomos informados que poderíamos comprar no delivery, do outro lado da rua, enquanto aguardávamos a mesa."
0	"Na compra no delivery já houve o primeiro fato “truculento”, cobrança facultativa de 10% para a “equipe de cozinha”."
0	"Após pegarmos nosso lanche, a segunda “surpresa”: não havia embalagem para o pudim, sendo entregue em uma lata, semelhante a uma lata de extrato de tomate e sem colher."
1	"O lamen é barato (um missô lamen e chashu tonkotsu lamen ficaram R$20 cada)."
1	"O atendimento foi bom, ao contrário do que as pessoas normalmente dizem."
0	"Ao invés de expulsar as pessoas apenas prezam pela limpeza do local, inclusive, ao final da refeição, nos foi oferecido mais uma porção de gyoza."
0	"O tempo de espera foi por volta de 1h e 30 min, mas pelo valor vale a pena esperar."
1	"Fomos conhecer a Cervejaria Amazon Beer no final da tarde e pedi bolinhos de queijo com carne seca e são maravilhosos."
0	"Tem um cardápio regional e há vários pratos que servem bem para duas pessoas."
0	"O preço é para turistas."
0	"tem uma bela vista panorâmica."
1	"Comida muito boa, ambiente muito descontraído, ótimo para confraternizar com amigos."
1	"Atendimento muito rápido.O único defeito é que quase sempre tem que enfrentar  uma fila de espera para entrar."
1	"Adorei a comida, porém o fato de o local ser muito grande achei um pouco desconfortável e o atendimento demorado."
1	"Apesar disso, como sempre, a comida estava ótima e sempre de ótima qualidade para agradar seus clientes"
0	"Eu, namorada fomos comemorar aniversário de uma colega."
1	"Foi bacana, opções de bebidas e comida boas, bom atendimento, ambiente agradável."
0	"Apesar de manter a mesma qualidade que os demais restaurantes da rede Elias, o da São Clemente fecha às 16:00 e não tem as cervejas artesanais da rede."
1	"Mas a comida... como sempre, maravilhosa!!!"
1	"Rodízio muito bom!"
1	"O atendimento é rápido e eficiente!"
1	"Shimeji quentinho e os sushis e sashimis frescos!"
0	"Vale a pena!!!"
1	"Ambiente agradavel,pratos bem servidos e sobremesas variadas.Espaço para crianças brincarem."
1	"Estacionamento amplo com manobrista pago."
1	"atendimento mto bom."
1	"comida mto bem preparada."
1	"mas deve se dizer que por ser feita para atender o grande publico, o ambiente se torna menos confortável, pois o barulho eh mto grande."
0	"No demais, vale a pena conhecer"
1	"O restaurante possui diversas opções de pratos, todas de qualidade excelente, sendo esse o seu ponto."
0	"Quase sem palavras para descrever."
1	"Ótimo atendimento do garçom Roberval Viana e uma comida excelente tbm!!!"
1	"Lugar agradável embora quando cheio alguns lugares ficam inviáveis por colocarem as mesas muito próximas, tem-se a impressão de invasão  de privacidade."
1	"Buffet de frios variados e bons."
1	"Pizza massa fina, bem servida de ingredientes ."
1	"Atendimento eficiente, local com ar condicionado."
1	"Padaria localizada ao lado do Hotel Ibis Budget da Frei Caneca que faz boa comida por preço justo."
1	"Os salgados são muito bons, especialmente os croissants."
1	"boa opção no centro da cidade.boa oferta de comida,preco e atendimento,limpeza tambem boa,recomendo."
0	"Eu e m eu filho comemos um Xfile e ficamos uma semana com infecção intestinal."
0	"No calçadão da Rua da Quitanda, bem próximo à Praça do Patriarca."
0	"Funciona no almoço com buffet com várias opções de pratos frios, quentes, sobremesas e sucos incluídos."
1	"Tudo com qualidade."
0	"É bar mas com opções de pratos para refeições e não somente petiscos."
0	"Cozinha brasileira."
0	"Pratos para compartilhar."
1	"Bom atendimento."
0	"Assim que você entra já ouve uma música ambiente, já fica flutuando."
0	"Aí tem duas árvores que foram preservarás na construção."
1	"Ambiente muito aconchegante."
0	"O buffet é a vontade, preço fixo."
0	"Pode se servir várias vezes."
0	"Tudo sem enlatados e temperos prontos."
0	"Bebida à vontade."
1	"Uma grande variedade de frutas."
1	"Preço justo."
0	"Ingredientes orgânicos para quem se preocupa com a saúde."
0	"Comprei para ir no rodízio de fondue com uns casais de amigo e gostei muito da visita."
0	"O restaurante Remanso do peixe oferece o que de melhor existe em pescado na amazônia."
0	"Morador ou visitante não pode deixar de conhecer essa maravilha da culinária paraense."
0	"Recomendo."
1	"Apesar de achar o couvert artístico um pouco caro demais e a espera para conseguir uma mesa ser um pouco cansativa, acho que o restaurante vale a pena."
1	"Não é barato, mas o serviço foi bom, a pizza veio super rápido, o menu é ótimo (várias opções de pizza e você pode optar por dividir a sua pizza em em até 3 sabores diferentes) e o ambiente é agradável."
1	"Bem localizado."
0	"Voltaria."
1	"Melhor pizza da cidade em termos de massa fina, preço um pouco salgado."
1	"Tem o melhor petit gateu da ilha."
1	"Muito bom!!"
1	"Atendimento excelente do Michael!!"
1	"Comida deliciosa e ambiente agradável!"
1	"Caipirinha deliciosa!"
1	"Pratos caros e visualmente feios."
0	"Pouca quantidade."
0	"Pedi o salmão e não tinha mais disponível na cozinha."
0	"Experiência pra não voltar mais."
1	"Comprar chocolates na cacau show é uma boa saída para quem quer fugir dos chocolates mais tradicionais e quer experimentar novos e deliciosos sabores de chocolates."
1	"Excelente atendimento."
0	"Ambiente tipicamente carioca."
1	"Comida muito bom, muito bem temperada."
1	"Preço justo."
1	"Excelente custo-benefício."
1	"Ambiente agradável, garçons educados, comida gostosa, mas... as porções dos pratos kids são muito, muito, muito pequenas."
0	"Vergonhoso cobrarem tão caro por tão pouca massa."
0	"Até meu filho de 3 anos saiu de lá com fome."
0	"Não volto mais, pois teria que pedir um prato de adulto para um menininho se alimentar adequadamente."
1	"Atendimento de primeira, ambiente super legal."
0	"Ideal para um jantar entre amigos."
1	"As opções com camarão são as melhores mas os de peixes também são uma delícia."
1	"O preço é razoável até."
1	"Chope bemtirado, comida questionável, o joelho de porco é bem feito, porém a salada de batatas veio azeda e o chucrute bem antigo."
1	"As salsichas de qualidade duvidosa."
1	"O preço para o Rio é compatível ."
1	"Ambiente acolhedor, bebidas self-service, rock dos melhores (clássicos e atuais) e atendimento maravilhoso."
1	"Esse restaurante é muito agradável, um excelente atendimento uma vista pro mar de abrilhantar os olhos e com uma refeição divina, nesse final de ano ele estarão fazendo um pacote muito bom pra quem gosta de celebrar a virada do ano de frente pro mar."
1	"Local agradável, amplo, cardápio variado e bom atendimento."
1	"Além de variados e deliciosos acaís, servem outras opções de lanches que equivalem à refeição e sucos muito gostosos."
1	"sushi di boa qualidade e otimo tempura de legumes e camarao, tambem tem sobremesa incluida no valor do rodizio"
1	"A pizzaria é um charme."
1	"O ambiente é ótimo para um encontro romântico ou para comer uma pizza com os amigos."
1	"O atendimento é bom, rápido e eficiente."
1	"Os preços não são baratos entretanto não chegam a ser astronômicos."
0	"Recomendo para uma refeição diferente e deliciosa."
0	"Dei mais uma chance para a Real."
0	"Genteeee!!!!"
0	"Vcs precisam ir a este lugar e comer a comida do Bryan, ver os arcos, beber Pisco, conversar com o chef sobre a comida peruana e terminar com o Suspiro a la limeña que é uma das 3 sobremesas mais incriveis que já comi!"
1	"Ambiente bem cuidado, atendimento excelente."
0	"Pequena variedade, mas atende inclusive  vegetarianos."
0	"Costuma ter bolinhas fritos a assados fora do habitual."
1	"Tudo bem caprichado."
1	"Preço caprichado também."
0	"Não é para o dia-a-dia."
0	"O kg custa R$ 65,00."
0	"Destaque para o creme brulee, boa pedida para sobremesa."
0	"Va com tempo."
0	"Mesas para muitas pessoas demoram um pouco para liberar"
1	"No Executivo Grill você tem um ambiente descontraído, com diversas opções de saladas, pratos quentes, carnes, feijoada, a comida é gostosa, o atendimento é razoável e o preço é muito bom."
1	"Ambiente super agradável e de ótimo atendimento."
0	"Fomos muito bem atendidos!"
1	"A carne é ótima e o lugar super agradável!"
0	"Recomendo!"
0	"Um dos melhores restaurantes que vi na cidade."
0	"Tradicional."
1	"As melhores burekas (folhados redondos recheados - em formato de donut) ."
0	"Para saborear no local e tambem levar pra casa (congeladas)."
0	"Ter no congelador sempre que pintar "aquela vontade" (e vai pintar sempre, rsrrss)."
1	"A de ricota e de espinafre são imbativeis."
1	"Lanche gostoso, as batatas chips que vêm de acompanhamento e a maionese temperada da casa são boas, atendimento e ambiente agradáveis, preço em conta e ainda tem delivery."
1	"As esfirras são a melhor propaganda do restaurante de comida tipica árabe, sabores variados (adoro a folheada de carne e a de azeitona), mas os outros pratos também são muito bons."
1	"Não deixem de experimentar os charutinhos de folha de uva, o tempero é leve e saboroso."
1	"O espaço é simples e o atendimento costuma ser rápido nas mesas."
0	"No balcão é um pouco mais confuso pela quantidade de pessoas que ficam ao redor esperando atendimento e comendo ali mesmo, mas é tb o lugar mais divertido já que podemos presenciar a interação entre os donos árabes ou descendentes e os funcionários brasileiros..."
0	"Cumpre o esperado."
1	"Boa variedade de carnes, e variado buffet de saladas e outros acompanhamentos."
1	"Bom atendimento."
1	"Preço razoável."
0	"Recomendo."
1	"Que desfrutar de um lanche leve e rápido vale a pena no flash lanches."
1	"Tudo muito cuidado e ambiência limpa."
1	"Restaurante muito bem localizado perto de varios hotéis , almoçamos depois das 16:00 sendo que a maioria dos restaurantes daquela região já estavam fechados, comida deliciosa feita com produtos saudáveis !"
0	"Adoramos !"
0	"Pedimos um rodízio que só começou a ser servido após chamar o garçom e reclamar"
1	"Um lindo lugar, cardápio muito direcionado à camarão, preços elevados, mais condizentes com bom ambiente que as porções poucp generosas."
1	"A casa costuma lotar no fim da tarde e serve um variado menu, de cerca de 30 itens, como pratos individuais e coletivos, para crianças, panelinhas, espetinhos e espetões, saladas, sanduíches, caldos e sobremesas."
0	"A porção de costela assada na brasa por seis horas, vai à mesa com mandioca, vinagrete e farofa."
0	"Ou seja, simplesmente DIVINOOO!"
1	"O restaurante oferece um cardápio com massas, strogonoff, saladas, picadinho servidos em porções generosas, contam com um delicioso café e o ambiente é agradável, aconchegante e leve."
1	"Infelizmente no dia que fui pedi duas opções de sobremesa que não tinham disponíveis, mas de modo geral a expriência foi muito agradável."
0	"Quero agradecer por escolherem as terras Brasileiras para lançar o Jamie's Italian."
0	"As refeições por aqui estão cada vez mais padronizadas e não saudáveis, talvez pela cultura ou talvez pela pressão dos restaurantes do tipo fast-food."
0	"Estamos ansiosos para vivenciar um marco nos costumes da nossa sociedade, o despertar do interesse nos alimentos, sua procedência e seu poder nutricional."
0	"PARABÉNS!"
1	"Batatas fritas muito especiais, burger extremamente saboroso (quem não come mal passado deve evitar)."
1	"Guarde espaço para a sobremesa, vale a pena!"
0	"Depois de uma indicacao na recepcao do hotel, tive a pessia ideia de ir conhecer o restaurante, que com luzes piscando na porta (tipo um pequeno enfeite para arvore de natal) ja me indicavam o que me esperava...pedi um salmao grelhado, que diziam servir 2 pessoas... O peixe chegou, com sal alem da conta, com batatas semi cozidas como acompanhamento, um molho que parecia o oleo do fusca do meu avo e regado tambem a salmoura...afff nem vou comentar da salada de entrada, qualquer bar de periferia poderia superar... Sobre o garcom, tive que repetir minhas solicitacoes por mais de 3 x cada... Descepcionante... Em resumo, nao volto nunca mais e se mesmo assim vc se encorajar, lembre-se eu nao recomendo..."
1	"Um boa opção para quem trabalha na região."
1	"O Restaurante Verde e Grill oferece carnes de qualidade acompanhadas de um buffet bastante interessante, com pasteis, quiche, várias opções de saladas e legumes."
1	"Um lugar super agradável!"
1	"Um cardápio variado com opções  de massas, pizzas, pratos ornamentados, tudo muito sofisticado e caprichado."
1	"As pizzas são super saborosas."
0	"Espaço infantil para crianças brincarem."
0	"Muito bom para ir com família ou jantar para casais."
1	"Comida Excelente, sem palavras!"
1	"Cardápio variado e muito bom gosto, o buffet e sem igual, vale a pena expetiencia!!"
1	"Comida boa de qualidade, variedade comida típica mineira!"
1	"Bom ambiente!"
1	"Bom atendimento!"
0	"Tem muita variedade de sobremesa!"
0	"Vale a pena!"
1	"Bastante variedade ( carnes, sushi, japonesa, chinesa) atendimento regular, uma área ampla, mas o preço um pouco acima da qualidade oferecida!"
1	"Restaurante bonito, que pela estilo parace ser caro, porem a moqueca estava mais barata do que na barraca na praia ."
0	"Os pratos nao veem em graaaande quantidade , mas a porçao para  duas pessoas cumpre com o objetivo, desde que uma das pessoas nao coma muito, o que e o caso da minha esposa, melhor para mim."
1	"Após dois anos,  retornamos , a casquinha de Siri continua maravilhosa , chopp muito bem tirado,  cremoso."
0	"O filet aperitivo com molho de mostarda,  deixou saudades aos de outras oportunidades."
1	"Ambiente super aconchegante."
1	"Excelente serviço de garçom."
1	"A casa é bem decorada, estava um pouco quente, ar desligado."
1	"Os PFs são bons e a bons preços."
0	"Mas o quilo não vale muito à pena: de segunda a sexta, muda pouca coisa."
0	"Mas vale muito à pena para tomar cerveja de noite."
1	"Boa opção de almoço na região , pois contam com sistema de buffet livre no horário de almoço, disponível ótimos pratos e saboroso, o único ponto negativo é que o salao de mesas não é tao grande o que gera um certa espera na chegada."
1	"lamens muito bons, bem tradicionais, apesar da grande espera por estar sempre lotado, vale a pena ter paciencia"
1	"Gosto bastante do açaí do Açaí Aju."
0	"Recomendo o que vem acompanhado de chantilly."
0	"Acho que o nome é Diplomata."
0	"O ponto negativo da casa está nos chamados hambúrgueres gourmet."
1	"Os molhos não são tão caprichados assim é o preço é bem caro."
0	"Não voltaria lá para comer os hambúrgueres."
1	"Achei o restaurante bem bacana com decoração sofisticada e cardapio muito bom."
1	"Ambiente tranquilo com musica boa."
1	"Já fui nas duas lojas deles e o burguer é muito bom e podes escolher o ponto do hamburguer o ambiente também é bem legal."
0	"Tomei cerveja artesanal"
1	"Sabia que o Nino era um bom restaurante, mas me surpreendi positivamente."
1	"Ambiente agradável, atendimento muito bom, com garçons simpáticos, que conhecem bastante dos pratos."
0	"Pedimos a entrada de Burrata com embutidos."
0	"Acompanha um pão delicioso!"
0	"Para prato principal, pedi o Tagliolini com funghi porcini puxado na manteiga de trufas e gema mole: Sensacional!!!"
0	"Nao quis nem colocar queijo parmesão para nao tirar o sabor do prato."
0	"Experimentei os outros que foram pedidos na mesa, mas preferi o meu!"
1	"Carta de vinhos boa, com opcoes justas."
0	"Em relacao ao preço do jantar, nao achei nenhum absurdo para Um jantar com entrada, prato principal, sobremesa e vinho."
